node,typecode,x,y,id,name,adname,roadname,roadname_origin,桥隧类型
270,190307,121.490009,31.307934,B0FFGQ4W30,政立路桥,杨浦区,政立路,政立路,梁桥
271,190307,121.484653,31.33483,B00155OZV5,长江南路西塘桥,宝山区,长江南路,长江南路,梁桥
273,190307,121.527141,31.196083,B0FFIW4KHD,白莲泾桥,浦东新区,杨高南路,杨高南路,梁桥
274,190307,121.497864,31.313965,B0FFGQ73JI,政青路二桥,杨浦区,政青路,政青路,梁桥
275,190307,121.535932,31.170502,BZAFR100ZB,顾全路桥,浦东新区,顾全路桥,顾全路,梁桥
276,190307,121.498166,31.318219,B0FFGQ5JJX,政青路一桥,杨浦区,政青路,政青路,梁桥
279,190307,121.539155,31.173929,B00155P5TS,南新桥,浦东新区,下南路,下南路,梁桥
280,190307,121.506564,31.301914,BZAGR10156,国定路桥,杨浦区,国定路桥,国定路,梁桥
281,190307,121.511517,31.284819,B0FFGQ99PN,杨树浦港桥,杨浦区,中山北二路,中山北二路,梁桥
284,190307,121.51542,31.280301,BZAGR100ZZ,抚顺路桥,杨浦区,抚顺路,抚顺路,梁桥
285,190307,121.514605,31.284858,B0FFGQ4O8T,农场桥,杨浦区,政本路,政本路,梁桥
286,190307,121.517771,31.276831,BZAGR100ZX,本溪路桥,杨浦区,本溪路桥,本溪路,梁桥
287,190307,121.518234,31.275989,B0FFH02FV4,江浦路桥,杨浦区,江浦路,江浦路,梁桥
288,190307,121.494651,31.368348,B0FFG39HU5,吴淞大桥,宝山区,吴淞大桥,逸仙高架路,梁桥
290,190307,121.519666,31.275226,B0FFH02F9X,控江路桥,杨浦区,控江路桥,控江路,梁桥
292,190307,121.509683,31.32476,BZAGR10121,政澄路桥,杨浦区,政澄路,政澄路,梁桥
293,190307,121.509857,31.32601,B0FFGQ776Q,国晓路桥,杨浦区,国晓路,国晓路,梁桥
295,190307,121.516435,31.304919,B0FFGQ4P6W,国庠路桥,杨浦区,国庠路,国庠路,梁桥
297,190307,121.52193,31.286355,B0FFH02G23,黄兴路桥,杨浦区,黄兴路,黄兴路,梁桥
298,190307,121.527369,31.266177,B0FFGQ7D9M,长阳路桥,杨浦区,长阳路,长阳路,梁桥
300,190307,121.529748,31.262985,BZAGR1015D,河间路桥,杨浦区,河间路桥,河间路,梁桥
301,190307,121.51934,31.306264,BZAGR1018F,国和路,杨浦区,国和路,国和路,梁桥
302,190307,121.531602,31.260179,B0FFGQ5WKA,平凉路桥,杨浦区,平凉路,平凉路,梁桥
305,190307,121.535597,31.25591,B0FFGQ5OT7,广州路桥,杨浦区,广州路,广州路,梁桥
306,190307,121.522661,31.306429,B0FFH02G1V,黑山路桥,杨浦区,黑山路,黑山路,梁桥
307,190307,121.527523,31.289285,BZAGR1011R,双阳路桥,杨浦区,双阳路桥,双阳北路,梁桥
308,190307,121.557017,31.177247,B00155PS36,沪南路川杨河桥,浦东新区,沪南路,沪南路,梁桥
309,190307,121.534697,31.292719,B0FFGQ809X,芦家桥,杨浦区,营口路,营口路,梁桥
312,190307,121.52899,31.339271,B00155PMFY,清水河桥,杨浦区,清水河桥,闸殷路,梁桥
313,190307,121.554994,31.240149,B0FFGQ7RBE,洋泾港桥,浦东新区,张杨路,张杨路,梁桥
315,190307,121.530925,31.339126,B0FFH02EIR,军工路二号桥,杨浦区,军工路二号桥,军工路,梁桥
316,190307,121.538673,31.309085,B0FFGQA3N6,包头路桥,杨浦区,包头路,包头路,梁桥
317,190307,121.540373,31.303182,BZAGR1011I,国顺东路桥,杨浦区,国顺东路,国顺东路,梁桥
318,190307,121.542393,31.296538,BZAGR1011H,中农新村桥,杨浦区,中农新村桥,包头南路,梁桥
319,190307,121.543254,31.300593,B0FFGQA2RQ,佳木斯路桥,杨浦区,佳木斯路,佳木斯路,梁桥
320,190307,121.55692,31.250921,B0FFGXB9XV,万德路,浦东新区,万德路,万德路,梁桥
324,190307,121.537943,31.354191,B0FFH02DHB,双江路高新河桥,浦东新区,双江路,双江路,梁桥
325,190307,121.560574,31.271147,B0FFHVU5GZ,定海路桥,杨浦区,定海路桥,定海路,梁桥
326,190307,121.559076,31.290792,B0IA3GLAV1,海安路桥,杨浦区,海安路,海安路,梁桥
330,190307,121.586555,31.225717,B0FFM81P59,张家浜桥,浦东新区,云山路,云山路,梁桥
331,190307,121.575653,31.270604,B0FFH02ERR,八号桥,浦东新区,浦东大道,浦东大道,梁桥
332,190307,121.590159,31.225849,B0FFGQ6439,新堰桥,浦东新区,张家浜路,张家浜路,梁桥
334,190307,121.605586,31.229449,B0FFFE2FO7,金桥路张家浜桥,浦东新区,金桥路,金桥路,梁桥
335,190307,121.605622,31.230205,BZAFR1013D,三桥,浦东新区,金明路,金明路,梁桥
337,190307,121.582286,31.344912,BZAHR100F7,季景路桥,浦东新区,季景北路,季景北路,梁桥
338,190307,121.583634,31.345207,B00155P06I,胜利路桥,浦东新区,义王路,义王路,梁桥
339,190307,121.632804,31.183069,B0FFHDJV7C,高木桥,浦东新区,高木桥,高木桥路,梁桥
341,190307,121.631513,31.226287,B0FFHDJGTP,马家宅河桥,浦东新区,张东路,张东路,梁桥
342,190307,121.610541,31.334059,B0FFF9R4Q4,外环运河桥,浦东新区,航津路,航津路,梁桥
343,190307,121.625332,31.289637,B0FFKKBQ64,赵家沟桥,浦东新区,申江路,申江路,梁桥
345,190307,121.645444,31.231701,BZAFR201KE,新桥,浦东新区,曹家沟路,曹家沟路,梁桥
14,190307,121.369705,31.190248,BZAFQZ02IA,程家桥,长宁区,虹桥路,虹桥路,人行桥
43,190307,121.364789,31.285158,B0FFGQTLU3,绿杨桥,普陀区,真南路,真南路,人行桥
179,190307,121.449953,31.24318,B0JG7DS8GG,安远桥,静安区,西苏州路,西苏州路,人行桥
15,190310,121.361808,31.223906,B0G23HBZYS,北翟路地道,长宁区,北翟路地道,北翟路地道,隧道
23,190310,121.367135,31.223152,B0FFLGRDMG,北翟高架路,长宁区,北翟高架路,北翟高架路,隧道
37,190310,121.380284,31.207843,B0FFF9ZREI,仙霞路地道,长宁区,仙霞路地道,中环路,隧道
41,190310,121.386608,31.198655,B0FFF9ZRHP,北虹路地道,长宁区,北虹路地道,中环路,隧道
47,190310,121.380426,31.232657,B0FFF9ZRHN,金沙江路地道,普陀区,金沙江路地道,中环路,隧道
48,190310,121.394586,31.181902,B0FFF9ZRIY,吴中路地道,闵行区,吴中路地道,中环路,隧道
50,190310,121.39798,31.170396,B0FFF9ZRJ0,宜山路地道,徐汇区,宜山路地道,中环路,隧道
52,190310,121.399819,31.167021,B0IA3YO0QJ,田林路地道,徐汇区,田林路,田林路,隧道
55,190310,121.402436,31.162644,B0FFF9ZRK3,漕宝路地道,徐汇区,漕宝路地道,中环路,隧道
58,190309,121.390113,31.21918,BZAFR002Q6,北横通道-泸定路出入口,普陀区,北横通道东线隧道,北横通道,隧道
111,190310,121.403637,31.244788,B0IKLRULQO,武宁路地道,普陀区,武宁路,武宁路地道,隧道
130,190310,121.409601,31.261555,B0HDSS6VDW,真华路地道,普陀区,真华路地道,真华南路,隧道
132,190309,121.420792,31.220945,BZAFR002Q7,北横通道-江苏北路出入口,长宁区,北横通道东线隧道,北横通道,隧道
151,190310,121.438801,31.193703,B0FFF9ZRHR,衡山路地道,徐汇区,衡山路地道,漕溪北路,隧道
157,190310,121.454237,31.143433,B0FFF9ZRK0,上中路隧道,徐汇区,上中路隧道,龙腾大道,隧道
182,190310,121.471646,31.166294,B00155R2SY,龙耀路隧道,浦东新区,龙耀路隧道,龙耀路隧道,隧道
184,190308,121.451619,31.245647,BZAFR002QG,北横通道-恒丰路出入口,静安区,北横通道东线隧道,北横通道,隧道
186,190310,121.443734,31.277447,B0FFI8VKBD,万荣路地道,静安区,万荣路地道,万荣路,隧道
193,190310,121.441185,31.300769,B0FFI6YRZC,三泉路地道,静安区,三泉路地道,万荣路辅路,隧道
194,190310,121.470217,31.190981,B0FFF9ZRIP,打浦路隧道,徐汇区,打浦路隧道,瑞宁路,隧道
199,190310,121.459669,31.249105,B0I0ZRE1K8,大统路地道,静安区,大统路,大统路地道,隧道
202,190310,121.47275,31.208449,B0FFF9ZRGE,徐家汇路地道,黄浦区,徐家汇路地道,徐家汇路,隧道
210,190310,121.470388,31.247289,B0FFF9ZRDZ,西藏北路地道,静安区,西藏北路地道,西藏北路,隧道
214,190308,121.473344,31.245238,BZAFR002RO,北横通道-浙江北路出入口,静安区,北横通道西线隧道,北横通道,隧道
228,190310,121.486853,31.230899,B0FFIVOWMB,延安东路隧道,黄浦区,延安东路隧道,河南南路,隧道
230,190310,121.498979,31.187347,B0FFI2PTF7,西藏南路隧道,浦东新区,西藏南路隧道,高科西路,隧道
231,190310,121.49021,31.221708,B0FFG6DPKR,复兴东路地道,黄浦区,复兴东路地道,复兴东路辅路,隧道
235,190310,121.479166,31.275509,B0FFF9ZRE5,广中路地道,虹口区,广中路地道,广中路地道,隧道
244,190310,121.490199,31.247123,B0FFF9ZRDV,外滩隧道,虹口区,外滩隧道,外滩隧道,隧道
254,190310,121.496052,31.235825,B0FFIHMUX5,延安东路隧道南线,浦东新区,延安东路隧道,延安东路隧道,隧道
258,190310,121.498699,31.229838,B0FFF9ZRG4,人民路隧道,黄浦区,人民路隧道,人民路隧道,隧道
259,190308,121.492992,31.253411,BZAGR0035X,北横通道-新建路出入口（西）,虹口区,北横通道西线隧道,北横通道,隧道
261,190310,121.501632,31.221622,B0FFIZ3MQ4,复兴东路隧道(上层),黄浦区,复兴东路隧道上层,复兴东路隧道(上层),隧道
264,190310,121.505379,31.217605,B0FFIVYX1A,中山南路地道,黄浦区,中山南路地道,中山南路,隧道
267,190310,121.501638,31.24743,B0FFF9ZRDS,新建路隧道,虹口区,新建路隧道,新建路隧道,隧道
268,190310,121.508973,31.224158,B0FFF9ZRIC,复兴东路隧道(下层),浦东新区,复兴东路隧道下层,复兴东路隧道(下层),隧道
272,190308,121.504256,31.26002,BZAGR0036A,北横通道-新建路出入口（东）,虹口区,北横通道西线隧道,北横通道,隧道
278,190310,121.52006,31.246636,B0FFF9ZRE6,大连路隧道,浦东新区,大连路隧道,大连路隧道,隧道
283,190310,121.509186,31.298125,B0FFHLGUD0,邯郸路地道,杨浦区,邯郸路地道,中环路,隧道
289,190310,121.509847,31.31009,B0H1DRNBSF,淞沪路地道,杨浦区,淞沪路,淞沪路,隧道
291,190310,121.515798,31.299928,B0KDK9M0LZ,黄兴路地道,杨浦区,黄兴路,黄兴路地道,隧道
294,190309,121.524383,31.27265,BZAGR101VH,北横通道-黄兴路出入口,杨浦区,北横通道西线隧道,北横通道,隧道
296,190310,121.503517,31.355428,B0FFG0ZA3X,长江路隧道,宝山区,长江路隧道,港城路,隧道
299,190310,121.532579,31.251635,B0FFJZSIJH,江浦路越江隧道,杨浦区,江浦路越江隧道,安浦路,隧道
303,190310,121.536771,31.242939,B0JBYRY2YW,浦东大道地道,浦东新区,浦东大道,浦东大道地道,隧道
304,190310,121.503933,31.376873,B0FFF9ZQJ8,外环隧道,宝山区,外环隧道,G1503上海绕城高速,隧道
327,190310,121.564123,31.272091,B0FFF9ZREA,军工路隧道,杨浦区,军工路隧道,中环路,隧道
328,190310,121.563326,31.288951,B0FFI2EKC5,周家嘴路越江隧道,杨浦区,周家嘴路越江隧道,周家嘴路隧道,隧道
329,190310,121.566101,31.302505,B0FFF9ZRE9,翔殷路隧道,浦东新区,翔殷路隧道,翔殷路隧道,隧道
102,190307,121.379542,31.330474,B0GR6ZYGNX,祁连山路大桥,宝山区,祁连山路,祁连山路,斜拉桥
171,190307,121.468982,31.127417,B0FFF9R3JK,徐浦大桥,浦东新区,徐浦大桥,徐浦大桥,斜拉桥
260,190307,121.50552,31.20538,B00156DUC9,南浦大桥,浦东新区,南浦大桥,内环高架路,斜拉桥
310,190307,121.545824,31.254951,B0FFF9R20E,杨浦大桥,杨浦区,杨浦大桥,内环高架路,斜拉桥
